"Season","Team","W","L","SV","IP","R","ER","H/9","K/9","BB/9","HR/9","WHIP","BABIP","EV","ERA","FIP","xFIP","RAR","RA9-WAR","WAR"
"1982","Brewers","95","67","47","1467.1","717","650","9.29","4.40","3.13","0.93","1.38",".281","","3.99","4.17","","108.3","12.0","11.2"
"1982","Orioles","94","68","34","1462.1","687","648","8.84","4.43","3.00","0.90","1.32",".268","","3.99","4.09","","146.6","17.3","15.0"
"1999","Reds","96","67","55","1462.0","711","648","8.06","6.65","3.92","1.17","1.33",".262","","3.99","4.74","","142.4","25.8","13.7"
"2008","Diamondbacks","82","80","39","1434.2","706","636","8.80","7.71","2.83","0.92","1.29",".297","","3.99","3.84","3.87","220.7","18.3","22.9"
"1975","Red Sox","95","65","31","1436.2","709","637","9.16","4.51","3.07","0.91","1.36",".277","","3.99","3.96","","138.5","17.5","14.8"
"1978","Indians","69","90","28","1407.1","694","624","8.93","4.73","3.63","0.64","1.40",".280","","3.99","3.73","","146.6","10.8","15.9"
"1994","Giants","55","60","33","1025.1","500","455","8.90","5.75","3.27","1.07","1.35",".280","","3.99","4.60","","60.3","10.9","6.1"
"1890","Orioles","15","19","0","315.1","192","140","8.76","3.82","3.51","0.09","1.36",".287","","4.00","3.41","","41.6","4.8","3.6"
"2013","White Sox","63","99","40","1455.0","723","646","8.81","7.73","3.15","1.13","1.33",".295","","4.00","4.13","3.98","138.8","13.2","15.3"
"2013","Cubs","66","96","39","1448.0","689","643","8.28","7.36","3.36","0.99","1.29",".279","","4.00","4.10","4.13","102.0","11.0","11.3"
"2016","Mariners","86","76","49","1457.0","707","647","8.71","8.14","2.84","1.32","1.28",".292","88.8","4.00","4.30","4.17","137.8","15.3","14.5"
"1999","Red Sox","94","68","50","1436.2","718","638","8.75","7.09","2.94","1.00","1.30",".287","","4.00","4.10","","227.2","26.7","23.5"
"2017","Brewers","86","76","54","1445.2","697","642","8.60","8.38","3.44","1.15","1.34",".298","86.2","4.00","4.24","4.26","161.5","20.6","17.1"
"1986","Padres","74","88","32","1443.1","723","641","8.77","5.82","3.78","0.94","1.39",".279","","4.00","4.15","","70.3","6.5","7.6"
"1982","Yankees","79","83","39","1459.0","716","648","9.07","5.79","3.03","0.70","1.34",".292","","4.00","3.49","","228.9","14.6","24.1"
"2013","Giants","76","86","41","1447.1","691","643","8.58","7.81","3.24","0.90","1.31",".295","","4.00","3.80","3.89","61.7","2.2","7.1"
"1973","Phillies","71","91","22","1447.1","717","643","8.92","5.71","3.93","0.81","1.43",".288","","4.00","3.85","","121.4","11.0","13.3"
"2008","Angels","100","62","66","1451.1","697","645","9.02","6.86","2.83","0.99","1.32",".296","","4.00","4.12","4.17","171.3","22.9","17.5"
"1945","Reds","61","93","6","1365.2","694","607","9.48","2.45","3.52","0.46","1.44",".275","","4.00","3.89","","70.3","8.9","7.5"
"1960","Reds","67","87","35","1390.1","692","618","9.17","4.79","2.86","0.87","1.34",".282","","4.00","3.76","","118.4","11.0","13.0"
"2007","Blue Jays","83","79","44","1448.2","699","644","8.59","6.63","2.98","0.98","1.29",".282","","4.00","4.28","4.15","172.9","24.6","17.5"
"2016","Red Sox","93","69","43","1439.2","694","640","8.38","8.51","3.06","1.10","1.27",".293","88.1","4.00","4.00","4.20","179.3","22.0","18.8"
"1991","Astros","65","97","36","1453.0","717","646","8.34","6.40","4.03","0.80","1.38",".276","","4.00","3.99","","49.6","4.8","5.6"
"1989","Orioles","87","75","44","1448.1","686","644","9.43","4.20","3.02","0.83","1.38",".284","","4.00","4.09","","87.5","13.8","9.5"
"1901","Athletics","74","62","1","1200.2","760","534","10.09","2.62","2.80","0.15","1.43",".304","","4.00","3.49","","153.3","11.5","14.3"
"1889","Quakers","63","64","2","1153.1","748","513","10.05","3.46","3.34","0.26","1.49",".309","","4.00","3.80","","178.2","13.7","14.7"
"2014","Blue Jays","83","79","45","1443.0","686","642","8.73","7.48","3.06","0.94","1.31",".294","","4.00","3.97","3.99","126.6","15.9","14.2"
"1948","Cubs","64","90","10","1355.1","701","603","9.00","4.22","4.04","0.59","1.45",".277","","4.00","3.96","","127.5","9.3","13.1"
"2018","Pirates","82","79","40","1434.0","693","638","8.66","8.38","3.12","1.09","1.31",".296","88.8","4.00","4.06","4.14","140.0","15.1","14.9"
"2002","Astros","84","78","43","1445.0","695","643","8.86","7.59","3.40","0.94","1.36",".300","","4.00","3.88","3.91","184.1","18.9","19.3"
"1989","Red Sox","83","79","42","1460.1","735","650","8.92","6.50","3.38","0.81","1.37",".294","","4.01","3.68","","148.7","12.2","16.2"
"1884","Nationals","12","51","0","543.2","481","242","10.64","3.89","1.82","0.35","1.39",".324","","4.01","3.51","","22.9","-8.9","2.0"
"1976","Expos","55","107","21","1440.0","734","641","9.01","4.89","4.12","0.56","1.46",".287","","4.01","3.81","","72.9","5.4","8.5"
"2004","Dodgers","93","69","51","1453.1","684","647","8.58","6.60","3.23","1.10","1.31",".279","","4.01","4.36","4.40","161.5","18.3","16.2"
"1926","Braves","66","86","9","1365.1","718","608","10.13","2.69","3.00","0.30","1.46",".297","","4.01","3.83","","98.5","7.9","9.9"
"1983","Reds","74","88","29","1441.1","710","642","8.52","5.83","3.92","0.84","1.38",".276","","4.01","4.02","","88.0","11.2","9.8"
"1957","Giants","69","85","20","1398.2","701","623","9.24","4.51","3.03","0.97","1.36",".277","","4.01","3.94","","100.3","9.9","10.7"
"2014","Red Sox","71","91","36","1465.2","715","653","8.95","7.45","2.96","0.95","1.32",".301","","4.01","3.93","3.87","92.9","13.2","10.6"
"1959","Senators","63","91","21","1360.0","701","606","8.99","4.59","3.09","0.81","1.34",".272","","4.01","3.80","","159.4","11.0","17.3"
"1977","Expos","75","87","33","1481.0","736","660","8.67","5.20","3.52","0.82","1.35",".272","","4.01","3.99","","99.0","12.0","10.8"
"2014","Tigers","90","72","41","1454.0","705","648","9.13","7.70","2.86","0.79","1.33",".312","","4.01","3.60","3.76","171.1","13.7","19.7"
"1960","Phillies","59","95","16","1375.1","691","613","9.31","4.82","2.87","0.87","1.35",".284","","4.01","3.72","","111.1","9.1","12.3"
"1959","Cubs","74","80","25","1391.0","688","620","8.65","4.95","3.36","0.98","1.33",".265","","4.01","4.03","","99.5","13.0","10.6"
"1989","Mariners","73","89","44","1438.0","728","641","8.90","5.61","3.50","0.71","1.38",".286","","4.01","3.80","","152.2","12.3","16.7"
"1891","Athletics","73","65","0","1233.2","794","550","9.29","3.89","3.79","0.26","1.45",".296","","4.01","3.45","","165.6","16.2","14.3"
"1898","Bridegrooms","54","91","0","1298.2","811","579","10.02","2.04","3.30","0.24","1.48",".295","","4.01","3.75","","103.5","6.7","9.7"
"2003","Expos","83","79","42","1437.2","716","641","9.18","6.44","2.90","1.13","1.34",".290","","4.01","4.35","4.23","147.9","18.9","15.5"
"2008","Red Sox","95","67","47","1446.1","694","645","8.52","7.37","3.41","0.91","1.33",".289","","4.01","4.09","4.23","178.5","27.0","18.4"
"1952","Reds","69","85","12","1363.1","659","608","9.09","3.82","3.41","0.73","1.39",".277","","4.01","3.82","","114.2","11.9","12.5"
"1897","Senators","60","70","6","1148.0","793","512","10.84","2.73","3.14","0.21","1.55",".319","","4.01","4.07","","150.2","10.6","12.4"
"2008","Athletics","75","86","33","1435.0","690","640","8.55","6.65","3.61","0.85","1.35",".287","","4.01","4.19","4.53","141.2","20.5","14.6"
"2010","Dodgers","80","82","41","1441.2","692","643","8.26","7.95","3.36","0.84","1.29",".287","","4.01","3.76","3.87","153.3","10.5","16.8"
"1954","Red Sox","69","85","22","1412.1","728","630","9.14","4.51","3.90","0.75","1.45",".279","","4.01","3.86","","152.9","11.1","16.6"
"2012","Padres","76","86","43","1434.2","710","640","8.51","7.56","3.38","1.02","1.32",".284","","4.01","4.11","4.05","72.3","5.0","7.8"
"2017","Cardinals","83","79","43","1450.1","705","647","8.64","8.38","3.06","1.14","1.30",".298","86.8","4.01","4.09","4.12","154.4","14.7","15.7"
"1977","Cubs","81","81","44","1468.0","739","655","9.20","5.78","3.00","0.78","1.35",".294","","4.02","3.63","","227.3","20.3","24.6"
"1981","Cubs","38","65","20","956.2","483","427","9.25","5.00","3.65","0.56","1.43",".292","","4.02","3.57","","69.2","2.8","8.1"
"2012","Angels","89","73","38","1433.1","699","640","8.41","7.26","3.03","1.17","1.27",".277","","4.02","4.26","4.15","98.7","13.3","10.4"
"2012","Rangers","93","69","43","1442.0","707","644","8.60","8.03","2.78","1.09","1.26",".292","","4.02","3.90","3.86","210.5","21.1","22.2"
"1991","Red Sox","84","78","45","1439.2","712","643","8.78","6.25","3.31","0.92","1.34",".285","","4.02","3.96","","143.0","19.1","15.8"
"2010","Reds","91","71","43","1453.0","685","649","8.70","7.00","3.25","0.98","1.33",".288","","4.02","4.12","4.13","121.3","15.5","12.8"
"1986","Tigers","87","75","38","1443.2","714","645","8.57","5.49","3.56","1.14","1.35",".265","","4.02","4.45","","101.9","15.3","10.3"
"2012","White Sox","85","77","37","1445.2","676","646","8.50","7.76","3.13","1.16","1.29",".288","","4.02","4.23","4.12","150.9","21.8","16.2"
"1983","Brewers","87","75","43","1454.0","708","650","9.37","4.26","3.04","0.82","1.38",".283","","4.02","4.07","","97.2","13.5","10.2"
"1987","Tigers","98","64","31","1456.0","735","651","8.84","6.03","3.48","1.11","1.37",".277","","4.02","4.37","","185.1","20.4","18.3"
"1979","Red Sox","91","69","29","1431.1","711","640","9.35","4.60","2.91","0.84","1.36",".285","","4.02","3.97","","199.9","23.2","20.4"
"2001","Cubs","88","74","41","1437.0","701","643","8.50","8.42","3.44","1.03","1.33",".294","","4.03","3.91","","220.5","18.5","22.2"
"1930","Robins","86","68","15","1372.0","738","614","9.71","3.45","2.58","0.75","1.37",".283","","4.03","4.73","","169.3","25.2","15.0"
"1967","Astros","69","93","21","1445.2","742","647","8.99","6.60","3.02","0.75","1.33",".294","","4.03","3.25","","100.3","-2.3","12.2"
"2004","Padres","87","75","44","1441.0","705","645","9.12","6.74","2.64","1.15","1.31",".290","","4.03","4.19","4.14","154.2","14.7","15.5"
"2015","Yankees","87","75","48","1457.2","698","653","8.74","8.46","2.93","1.12","1.30",".300","88.2","4.03","3.97","3.70","171.4","17.9","18.4"
"1991","Giants","75","87","45","1442.0","697","646","8.72","5.65","3.40","0.89","1.35",".278","","4.03","4.10","","62.2","7.2","6.9"
"2003","Yankees","101","61","49","1462.0","716","655","9.31","6.89","2.31","0.89","1.29",".302","","4.03","3.66","3.92","278.8","22.5","28.6"
"1920","Browns","76","77","14","1378.2","771","618","9.67","2.90","3.77","0.35","1.49",".294","","4.03","3.95","","106.0","12.3","10.9"
"1995","Reds","85","59","38","1289.1","623","578","8.87","6.30","2.96","0.91","1.31",".288","","4.03","4.08","","138.9","16.4","14.6"
"1920","Tigers","61","93","7","1385.0","833","621","9.66","3.14","3.65","0.30","1.48",".302","","4.04","3.82","","96.8","3.0","10.0"
"1945","Braves","67","85","13","1391.2","727","624","9.54","2.61","3.60","0.64","1.46",".274","","4.04","4.12","","60.6","10.1","6.5"
"1986","Brewers","77","84","32","1431.2","734","642","9.29","5.98","3.11","0.99","1.38",".292","","4.04","3.97","","164.4","15.8","17.1"
"2015","Marlins","71","91","35","1427.0","678","640","8.67","7.27","3.20","0.89","1.32",".294","88.5","4.04","3.98","4.23","111.4","11.1","12.2"
"2001","Yankees","95","65","57","1451.1","713","651","8.86","7.85","2.88","0.98","1.31",".300","","4.04","3.79","","249.6","21.4","26.1"
"1979","Brewers","95","66","23","1439.2","722","646","9.77","3.63","2.38","1.01","1.35",".282","","4.04","4.22","","118.7","17.3","12.1"
"2018","Nationals","82","80","40","1446.0","682","649","8.22","8.82","3.03","1.23","1.25",".287","87.9","4.04","4.15","4.13","147.3","19.1","16.4"
"2006","Angels","89","73","50","1452.2","732","652","8.74","7.21","2.92","0.98","1.29",".291","","4.04","4.03","4.28","213.2","22.8","21.3"
"2003","Marlins","91","71","36","1445.1","692","649","8.81","7.05","3.30","0.80","1.35",".297","","4.04","3.80","4.21","206.6","17.0","21.3"
"1993","Royals","84","78","48","1445.1","694","649","8.59","6.13","3.56","0.65","1.35",".287","","4.04","3.85","","213.5","24.4","21.9"
"1961","Dodgers","89","65","35","1378.1","697","619","8.79","7.22","3.55","1.09","1.37",".289","","4.04","3.83","","165.9","16.0","17.7"
"1962","Senators","60","101","13","1445.0","716","649","8.72","4.80","3.69","0.94","1.38",".267","","4.04","4.18","","124.3","14.3","12.8"
"1980","Rangers","76","85","25","1451.2","752","652","9.68","5.52","3.22","0.74","1.43",".304","","4.04","3.74","","159.6","8.4","17.1"
"2010","Angels","80","82","39","1449.1","702","651","8.83","7.02","3.51","0.92","1.37",".292","","4.04","4.11","4.24","126.4","13.6","13.5"
"2004","Twins","92","70","48","1476.0","715","663","9.29","6.85","2.63","1.02","1.32",".302","","4.04","3.98","4.09","223.3","27.3","22.4"
"2011","Tigers","95","67","52","1440.0","711","647","8.79","6.97","3.08","0.93","1.32",".292","","4.04","3.96","4.00","152.2","18.5","16.7"
"2007","Cubs","85","77","39","1446.2","690","650","8.34","7.53","3.56","1.03","1.32",".281","","4.04","4.36","4.36","179.6","23.4","17.7"
"1982","Red Sox","89","73","33","1453.0","713","653","9.64","5.05","2.96","0.96","1.40",".294","","4.04","4.04","","142.9","19.7","14.7"
"1923","White Sox","69","85","11","1397.0","740","628","9.74","3.01","3.44","0.32","1.46",".288","","4.05","3.95","","138.9","13.3","13.7"
"1922","Robins","76","78","8","1385.2","752","623","10.22","3.24","3.18","0.48","1.49",".301","","4.05","4.12","","127.0","16.0","12.4"
"1991","Cubs","77","83","40","1456.2","734","655","8.74","5.73","3.35","0.72","1.34",".282","","4.05","3.80","","135.3","10.5","15.1"
"1884","Cowboys","16","62","0","702.2","618","316","11.04","4.28","1.63","0.18","1.41",".340","","4.05","3.12","","11.1","-7.6","1.2"
"1943","Athletics","49","105","13","1394.0","717","627","9.17","3.25","3.46","0.47","1.40",".276","","4.05","3.60","","88.9","0.7","10.2"
"1895","Pirates","71","60","6","1171.2","787","527","9.70","2.93","3.84","0.13","1.50",".299","","4.05","4.54","","165.3","18.4","12.6"
"1975","Astros","64","97","25","1458.1","711","656","8.86","5.18","4.19","0.65","1.45",".284","","4.05","3.85","","59.5","4.4","6.5"
"1981","Phillies","59","48","23","960.1","472","432","9.06","5.44","3.25","0.67","1.37",".291","","4.05","3.49","","77.5","4.1","9.4"
"1935","Red Sox","78","75","11","1376.0","732","619","9.94","3.07","3.40","0.44","1.48",".291","","4.05","4.18","","203.3","21.3","19.9"
"2011","Pirates","72","90","43","1449.1","712","652","9.40","6.40","3.32","0.94","1.41",".300","","4.05","4.20","4.18","78.6","9.1","8.5"
"1993","Mets","59","103","22","1438.0","744","647","9.28","5.43","2.72","0.87","1.33",".288","","4.05","4.05","","135.0","10.7","14.1"
"2015","Diamondbacks","79","83","44","1466.2","713","660","8.90","7.46","3.07","1.12","1.33",".294","88.9","4.05","4.21","4.09","96.4","15.4","10.6"
"2016","Marlins","79","82","55","1435.0","682","646","8.52","8.65","3.73","0.95","1.36",".303","88.4","4.05","3.97","4.21","142.8","13.5","15.5"
"2015","Orioles","81","81","43","1434.2","693","646","8.82","7.73","3.03","1.09","1.32",".298","88.5","4.05","4.11","4.04","148.1","16.6","15.8"
"1977","Athletics","63","98","26","1436.2","749","647","9.14","4.94","3.51","0.91","1.41",".280","","4.05","4.17","","111.0","8.5","11.7"
"1929","Indians","81","71","10","1352.0","738","609","10.45","2.59","3.25","0.37","1.52",".300","","4.05","4.27","","185.1","18.2","17.7"
"2004","Astros","92","70","47","1443.0","698","650","8.83","8.00","3.27","1.09","1.35",".299","","4.05","4.07","3.95","199.9","20.9","20.7"
"1890","Athletics","68","63","2","1154.1","855","520","10.07","2.81","3.86","0.26","1.55",".303","","4.05","4.00","","172.7","14.8","13.7"
"1957","Indians","76","77","23","1380.2","722","622","9.00","5.26","4.03","0.85","1.45",".279","","4.05","3.95","","102.8","4.6","11.1"
"2007","Indians","96","66","49","1462.2","704","659","9.35","6.44","2.52","0.90","1.32",".302","","4.05","4.06","4.21","202.6","24.6","20.5"
"2000","Braves","95","67","53","1440.1","714","649","8.92","6.83","3.02","1.03","1.33",".288","","4.06","4.19","","228.0","23.5","22.3"
"1970","Cardinals","76","86","20","1475.2","747","665","9.04","5.85","3.85","0.62","1.43",".293","","4.06","3.57","","186.2","15.5","20.9"
"2010","Yankees","95","67","39","1442.1","693","650","8.42","7.20","3.37","1.12","1.31",".281","","4.06","4.34","4.15","155.2","20.5","16.4"
"1901","Brewers","48","89","4","1218.0","828","549","10.22","2.78","2.92","0.24","1.46",".306","","4.06","3.62","","101.5","2.6","9.3"
"1978","Cubs","79","83","38","1455.1","724","656","9.12","4.75","3.33","0.77","1.38",".281","","4.06","3.83","","116.0","12.7","13.2"
"1961","White Sox","86","76","33","1448.2","726","653","9.26","5.06","3.09","0.98","1.37",".280","","4.06","3.92","","141.7","12.7","14.4"
"1934","Tigers","101","53","14","1370.2","708","618","9.63","4.20","3.20","0.56","1.43",".293","","4.06","4.10","","186.3","20.3","17.9"
"2003","Phillies","86","76","33","1443.2","697","651","8.64","6.61","3.34","0.89","1.33",".284","","4.06","4.12","4.32","165.4","16.7","16.6"
"1985","Red Sox","81","81","29","1461.1","720","659","9.16","5.62","3.33","0.80","1.39",".291","","4.06","3.77","","176.6","19.5","18.6"
"1965","Mets","50","112","14","1454.2","752","656","9.05","4.80","3.08","0.91","1.35",".276","","4.06","3.89","","43.3","2.1","4.9"
"1945","Giants","78","74","21","1374.2","700","620","9.17","3.47","3.47","0.56","1.40",".273","","4.06","3.78","","118.1","12.7","12.8"
"1956","Tigers","82","72","15","1379.0","699","622","9.07","5.14","4.27","0.91","1.48",".280","","4.06","4.07","","129.3","16.4","13.6"
"2005","Blue Jays","80","82","35","1447.0","705","653","9.17","5.96","2.76","1.15","1.33",".286","","4.06","4.42","4.26","133.5","22.4","14.0"
"1995","Astros","76","68","32","1320.1","674","596","9.25","7.20","3.14","0.80","1.38",".308","","4.06","3.82","","145.4","9.0","14.9"
"1984","Brewers","67","94","41","1433.0","734","647","9.62","4.93","3.01","0.86","1.40",".292","","4.06","3.97","","121.0","9.3","12.7"
