"Season","Team","PA","HR","R","RBI","SB","ISO","BABIP","AVG","OBP","SLG","wOBA","wRAA","wRC+","EV","BsR","Off","Def","WAR"
"1988","Cardinals","6177","71","578","535","234",".088",".279",".249",".309",".337",".291","-99.7","84","","17.7","-88.4","30.3","14.2"
"1874","Whites","2463","2","476","321","27",".076",".281",".278",".286",".354",".291","19.1","100","","-4.4","-3.3","-25.9","5.1"
"1878","Reds","2339","5","333","228","",".055",".292",".276",".294",".331",".291","21.9","109","","0.0","30.1","21.4","12.4"
"1976","Angels","6104","63","550","511","126",".083",".264",".235",".306",".318",".291","-104.1","88","","-6.0","-83.4","-18.2","9.2"
"1965","Dodgers","6107","78","608","548","172",".091",".279",".245",".312",".335",".291","-60.7","91","","5.9","-53.9","100.0","25.6"
"2012","Mariners","6057","149","619","584","104",".135",".276",".234",".296",".369",".291","-116.5","87","","0.1","-89.6","-30.3","8.9"
"1966","Indians","6040","155","574","536","53",".123",".258",".237",".297",".360",".291","-57.9","87","","-2.1","-86.6","23.5","10.9"
"1971","Senators","5986","86","537","501","68",".096",".265",".230",".307",".326",".291","-85.4","83","","-1.8","-113.8","-1.8","7.3"
"1992","Angels","5917","88","579","537","160",".094",".275",".243",".301",".338",".291","-114.5","77","","-8.0","-158.5","-8.9","1.8"
"1964","Senators","6037","125","578","528","47",".117",".268",".231",".299",".348",".291","-76.8","80","","-0.2","-139.6","48.3","7.4"
"1964","Angels","5975","102","544","508","49",".102",".273",".242",".304",".344",".290","-77.3","85","","-3.1","-107.8","89.2","14.8"
"1982","Astros","6009","74","569","533","140",".102",".277",".247",".302",".349",".290","-134.2","87","","4.0","-86.4","21.2","14.2"
"1908","Senators","5648","8","479","378","170",".060","",".235",".293",".296",".290","-23.8","96","","-0.2","-24.2","6.5","18.7"
"1885","Grays","4223","14","624","428","",".074","",".245",".295",".319",".290","7.7","96","","0.0","-23.5","-0.5","12.7"
"1903","Browns","5047","12","500","408","101",".073","",".244",".290",".317",".290","-101.4","86","","-10.1","-91.1","36.5","11.7"
"1985","Giants","6063","115","556","517","99",".115",".263",".233",".299",".348",".290","-132.3","84","","-3.8","-116.4","-6.3","7.9"
"1907","Superbas","5460","18","446","380","121",".066","",".232",".287",".298",".290","-51.6","87","","-7.1","-82.3","4.2","11.0"
"1872","Mansfields","1027","1","220","106","5",".049",".290",".288",".291",".337",".290","-7.3","93","","1.3","-13.5","-26.8","-0.1"
"1965","Astros","6122","97","569","523","90",".103",".265",".237",".305",".340",".290","-68.3","85","","4.4","-99.3","-31.7","7.4"
"1885","Wolverines","3989","25","514","387","",".094",".271",".243",".284",".337",".290","6.3","101","","0.0","6.6","-16.1","12.3"
"1972","Brewers","5733","88","493","461","64",".093",".266",".235",".302",".328",".290","-58.7","88","","-6.1","-74.9","58.9","15.6"
"1906","Cardinals","5613","9","475","362","110",".060","",".235",".291",".295",".290","-61.0","85","","-14.3","-103.9","8.7","9.4"
"2011","Padres","6074","91","593","563","170",".112",".294",".237",".305",".349",".290","-130.0","86","","18.2","-77.2","34.3","15.0"
"1988","Braves","6013","96","555","527","95",".105",".269",".242",".298",".348",".290","-105.3","79","","-11.6","-145.5","-29.6","1.5"
"2018","Giants","6113","133","603","573","77",".129",".299",".239",".300",".368",".290","-128.9","82","87.6","-2.9","-140.4","7.9","6.2"
"1983","Mets","6009","112","575","542","141",".103",".277",".241",".300",".344",".290","-140.4","79","","2.0","-144.1","37.6","9.0"
"2019","Tigers","6039","149","582","556","57",".148",".308",".240",".294",".388",".290","-158.9","76","88.1","-6.8","-191.8","-53.8","-3.1"
"1966","Senators","5905","126","557","525","53",".121",".269",".234",".295",".355",".289","-64.9","87","","-0.7","-85.6","66.4","14.9"
"1872","Mutuals","2486","4","523","312","59",".050",".282",".277",".293",".327",".289","-19.4","98","","1.9","-7.9","34.2","11.0"
"1904","Superbas","5497","15","497","390","205",".063","",".232",".297",".295",".289","-44.1","88","","7.0","-64.6","-10.0","12.6"
"1963","Senators","6069","138","578","538","68",".124",".251",".227",".293",".351",".289","-67.4","80","","4.9","-132.2","7.5","3.9"
"1972","Expos","5817","91","513","462","68",".092",".261",".234",".303",".325",".289","-62.6","78","","-8.4","-151.1","49.5","9.6"
"2018","Marlins","6083","128","589","554","45",".119",".293",".237",".303",".357",".289","-130.2","83","87.5","-15.8","-138.9","49.3","10.5"
"1906","Americans","5645","13","463","408","99",".068","",".237",".284",".304",".289","-64.4","84","","-14.8","-110.7","-28.3","5.3"
"1878","Grays","2348","8","353","251","",".083",".288",".263",".279",".346",".289","17.8","106","","0.0","19.3","14.7","10.8"
"1981","Twins","4026","47","378","359","34",".098",".265",".240",".293",".338",".288","-76.1","77","","-3.1","-100.4","-33.3","-1.3"
"1943","Athletics","5798","26","497","462","55",".065",".251",".232",".294",".297",".288","-141.4","72","","-6.5","-181.9","-16.0","-1.6"
"2019","Marlins","6045","146","615","593","55",".134",".300",".241",".298",".375",".288","-170.1","79","88.3","-23.9","-189.1","26.4","3.2"
"1885","Bisons","4079","23","495","365","",".082",".274",".251",".284",".333",".288","-0.1","96","","0.0","-25.5","-69.9","4.2"
"1881","Grays","3223","11","447","322","",".082",".270",".253",".287",".335",".288","-5.8","99","","0.0","-6.6","-5.9","10.5"
"1964","Mets","6045","103","569","527","36",".102",".278",".246",".296",".348",".288","-88.4","82","","-2.8","-124.0","-9.2","8.2"
"1908","Reds","5511","14","488","398","196",".067","",".227",".288",".294",".288","-31.9","85","","6.9","-74.7","-3.0","10.8"
"1964","Dodgers","6120","79","614","555","141",".090",".284",".250",".305",".340",".288","-91.4","89","","7.4","-71.8","40.8","19.3"
"1884","Eclipse","4137","17","573","398","",".086","",".254",".286",".340",".287","27.0","104","","0.0","26.1","66.7","21.9"
"1966","Mets","5951","98","587","534","55",".103",".276",".239",".301",".342",".287","-74.8","81","","-3.5","-138.7","-8.7","5.9"
"1942","Phillies","5557","44","394","356","37",".074",".250",".232",".289",".306",".287","-147.1","74","","5.0","-151.6","2.3","0.8"
"1885","Colonels","4146","19","564","416","",".088","",".248",".281",".336",".287","-2.6","94","","0.0","-34.5","-11.7","10.3"
"1884","Orioles","4120","32","636","25","",".103","",".233",".284",".336",".286","23.7","102","","0.0","10.9","7.2","14.5"
"1968","Phillies","5966","100","543","505","58",".100",".267",".233",".294",".333",".286","-22.6","89","","-5.0","-68.3","-28.9","12.7"
"1883","Gothams","3651","24","530","371","",".099",".273",".255",".281",".354",".286","1.0","95","","0.0","-26.7","14.9","11.1"
"1971","Padres","5935","96","486","447","70",".100",".267",".233",".293",".332",".286","-106.9","81","","-1.4","-124.5","-14.0","6.1"
"1986","Cardinals","6122","58","601","550","262",".090",".272",".236",".309",".327",".286","-173.6","76","","20.6","-151.7","141.0","19.0"
"1965","Angels","5956","92","527","486","107",".102",".274",".239",".297",".341",".286","-85.4","86","","-0.4","-96.6","63.7","15.2"
"1876","Athletics","2414","7","378","249","",".071",".273",".271",".279",".342",".286","15.5","97","","0.0","-9.4","-59.9","1.0"
"1968","Senators","5971","124","524","489","29",".112",".249",".224",".287",".336",".286","-25.9","91","","-0.3","-52.4","-59.5","6.4"
"1967","Dodgers","6110","82","519","465","56",".096",".266",".236",".301",".332",".285","-59.8","89","","-2.5","-73.2","-17.2","13.2"
"1874","Dark Blues","2173","2","371","243","27",".059",".282",".276",".286",".335",".285","5.4","94","","-3.9","-26.0","-37.8","1.4"
"1892","Colonels","5813","18","649","509","275",".058",".248",".226",".290",".284",".285","-137.8","82","","5.1","-138.5","0.7","7.9"
"2010","Mariners","5989","101","513","485","142",".104",".282",".236",".298",".339",".285","-174.6","79","","-1.0","-148.9","-40.5","2.2"
"1904","Beaneaters","5594","24","491","394","143",".063","",".237",".287",".300",".285","-61.3","84","","-4.9","-105.3","-61.6","3.0"
"1909","Superbas","5579","16","442","370","141",".068","",".229",".279",".297",".285","-78.3","82","","-5.2","-112.6","-24.8","5.3"
"1972","Angels","5639","78","454","420","57",".088",".275",".242",".293",".330",".284","-77.1","90","","-0.6","-55.0","33.4","15.1"
"1972","Indians","5769","91","472","440","49",".095",".257",".234",".293",".330",".284","-81.8","79","","-7.7","-130.6","79.0","11.2"
"1904","Browns","5817","10","481","406","150",".055","",".239",".291",".294",".284","-65.1","90","","-5.7","-67.7","-8.8","12.2"
"1882","Eclipse","2934","9","443","","",".069","",".259",".292",".328",".284","18.8","110","","0.0","39.1","-1.7","14.0"
"1908","White Sox","5788","3","535","430","209",".047","",".224",".298",".271",".284","-46.8","93","","5.6","-33.9","61.5","23.4"
"1888","Blues","4997","12","651","475","353",".061","",".234",".294",".295",".284","-24.6","93","","2.1","-49.1","-58.2","8.5"
"1884","Browns","4163","11","658","144","",".077","",".250",".288",".327",".284","15.9","98","","0.0","-10.6","53.1","17.3"
"1967","Athletics","5938","69","533","481","132",".097",".273",".233",".296",".330",".284","-65.7","83","","8.3","-99.6","31.2","9.9"
"1909","White Sox","5759","4","494","393","211",".054","",".221",".291",".275",".284","-83.5","86","","5.0","-73.9","58.0","16.5"
"1981","Blue Jays","3887","61","329","314","66",".104",".252",".226",".286",".330",".284","-87.6","72","","-7.5","-125.3","-6.5","-1.9"
"1907","Americans","5721","18","466","405","125",".058","",".234",".281",".292",".284","-77.1","81","","-7.6","-115.7","50.9","12.3"
"1905","Browns","5771","16","511","415","131",".057","",".232",".288",".289",".284","-93.2","89","","-9.6","-78.2","-2.7","11.1"
"1907","Cardinals","5514","18","419","331","125",".056","",".232",".283",".288",".283","-74.8","81","","-7.2","-118.7","-12.3","5.2"
"2011","Mariners","5972","109","556","534","125",".115",".283",".233",".292",".348",".283","-154.2","80","","11.9","-124.4","-36.6","3.9"
"1884","Grays","4393","21","665","404","",".074",".268",".241",".293",".315",".283","15.1","99","","0.0","-7.3","84.7","22.1"
"1968","Indians","5988","75","516","476","115",".094",".263",".234",".293",".327",".283","-36.9","85","","3.1","-84.7","64.9","15.0"
"1882","Red Stockings","3109","5","489","329","",".068","",".264",".289",".332",".283","17.3","107","","0.0","30.6","25.6","16.6"
"2014","Padres","5905","109","535","500","91",".115",".277",".226",".292",".342",".283","-124.5","82","","-6.2","-128.7","56.9","11.7"
"1908","Athletics","5656","21","487","392","116",".068","",".223",".281",".292",".283","-49.0","85","","-8.5","-91.2","-19.5","7.8"
"1881","Blues","3249","7","392","282","",".070",".273",".255",".286",".326",".283","-17.6","96","","0.0","-16.2","3.4","10.7"
"1969","Angels","5980","88","528","480","54",".089",".261",".230",".300",".319",".283","-136.3","77","","-1.9","-163.0","57.4","6.8"
"1908","Highlanders","5533","13","458","372","231",".056","",".236",".283",".291",".283","-48.3","80","","13.6","-91.6","-50.8","4.1"
"1888","Hoosiers","4902","34","603","427","350",".075",".260",".238",".281",".313",".283","-29.3","88","","9.0","-68.3","-28.3","9.0"
"1876","Red Caps","2780","9","471","281","",".063",".273",".266",".281",".328",".283","11.0","102","","0.0","9.4","-1.2","9.7"
"1877","Reds","2213","6","291","224","",".074",".267",".255",".282",".329",".282","-11.6","99","","0.0","-4.1","-51.2","1.6"
"1888","Orioles","5012","19","653","455","326",".077","",".229",".284",".306",".282","-31.3","93","","2.0","-46.9","-2.3","14.4"
"1886","Maroons","4485","30","547","406","156",".086",".272",".236",".276",".321",".282","-70.9","88","","-1.1","-82.6","-0.3","9.0"
"1971","Angels","6079","96","511","476","72",".098",".255",".231",".290",".329",".282","-126.1","79","","3.0","-136.6","50.8","10.3"
"1879","Reds","3151","8","485","364","",".083",".280",".264",".279",".347",".282","26.8","109","","0.0","38.2","3.7","13.6"
"1874","White Stockings","2494","4","418","280","32",".043",".283",".278",".287",".322",".282","-1.2","93","","0.5","-31.5","8.3","6.5"
"1909","Browns","5487","10","443","351","136",".048","",".232",".287",".279",".282","-87.0","82","","-8.9","-108.9","-8.1","4.7"
"1880","Red Caps","3185","20","416","313","",".090",".267",".253",".278",".343",".282","34.3","109","","0.0","35.6","-40.9","10.6"
"1905","Beaneaters","5632","17","468","387","132",".058","",".234",".284",".293",".282","-97.7","75","","-8.2","-175.9","-27.8","-0.8"
"1906","Beaneaters","5452","16","408","330","95",".055","",".226",".286",".281",".282","-87.1","77","","-16.0","-148.7","-27.0","-0.1"
"1968","Yankees","5992","109","536","501","90",".103",".241",".214",".292",".318",".281","-44.3","90","","1.7","-56.6","28.3","14.8"
"1882","Alleghenys","2994","18","428","","",".097","",".251",".274",".348",".281","12.2","106","","0.0","26.3","0.5","13.3"
"1966","Athletics","5873","70","564","509","132",".100",".276",".236",".294",".337",".281","-100.7","79","","10.3","-127.0","53.4","8.9"
"1903","Senators","4990","17","437","372","131",".080","",".231",".277",".311",".281","-132.5","76","","-2.0","-146.2","-6.3","1.6"
"1905","Senators","5528","22","560","483","169",".079","",".224",".274",".302",".281","-99.6","85","","3.4","-83.5","19.8","11.9"
"1972","Padres","5750","102","488","452","78",".106",".259",".227",".283",".332",".281","-94.8","79","","0.4","-134.8","-41.6","2.1"
"1885","Alleghenys","4208","5","547","371","",".074","",".240",".282",".315",".281","-22.5","97","","0.0","-16.2","10.4","14.4"
"1968","Astros","5994","66","510","473","44",".086",".270",".231",".298",".317",".281","-46.8","87","","-7.8","-84.9","-73.3","6.3"
"1969","Padres","5891","99","468","431","45",".105",".267",".225",".285",".329",".281","-145.8","76","","-5.8","-168.6","-1.9","3.2"
"1967","Yankees","6118","100","522","473","63",".092",".260",".225",".296",".317",".281","-83.1","85","","2.5","-92.7","7.7","9.0"
"1966","White Sox","6021","87","574","524","153",".100",".259",".231",".297",".331",".280","-107.3","86","","4.2","-87.0","96.7","18.1"
"1968","Angels","5942","83","498","453","62",".091",".268",".227",".291",".318",".280","-50.0","88","","-3.9","-74.3","54.6","15.0"
"1967","Senators","6044","115","550","521","53",".103",".254",".223",".288",".326",".280","-85.5","83","","0.3","-105.1","40.4","10.6"
"1877","Dark Blues","2388","4","341","201","",".058",".280",".270",".279",".328",".279","-17.8","100","","0.0","-0.6","23.2","9.9"
"1909","Doves","5629","14","428","338","135",".050","",".223",".285",".274",".279","-98.4","70","","-9.3","-187.2","-13.6","-2.3"
"1902","Giants","4967","8","401","336","188",".052","",".238",".283",".290",".279","-155.3","77","","9.1","-119.1","4.4","5.9"
"2013","Marlins","6021","95","513","485","78",".104",".280",".231",".293",".335",".279","-166.7","74","","-5.2","-178.9","29.5","3.3"
"1904","Tigers","5853","11","505","431","112",".061","",".231",".282",".292",".279","-86.6","83","","-11.8","-116.1","8.5","8.5"
"1883","Wolverines","3892","13","524","357","",".080",".275",".250",".282",".330",".279","-23.0","91","","0.0","-54.0","-1.3","8.0"
"1873","Atlantics","2263","6","366","244","19",".048",".269",".266",".283",".314",".278","-55.0","92","","0.6","-36.7","14.2","6.1"
"1876","Dark Blues","2703","2","429","265","",".055",".274",".267",".277",".322",".278","0.7","95","","0.0","-22.0","50.2","11.8"
"1967","White Sox","6000","89","531","491","124",".096",".250",".225",".291",".320",".278","-93.5","83","","-1.4","-106.8","109.8","17.2"
"1883","Eclipse","3696","14","564","5","",".080","",".251",".279",".331",".277","-26.3","99","","0.0","-7.5","-25.8","9.7"
"1910","Browns","5671","12","454","347","169",".057","",".218",".281",".274",".277","-156.9","77","","-2.7","-136.9","-32.7","-0.1"
"1968","Dodgers","5935","67","470","434","57",".089",".268",".230",".289",".319",".277","-60.7","90","","-2.6","-62.2","-0.7","16.1"
"1879","White Stockings","3189","3","437","293","",".077",".286",".259",".276",".336",".277","14.8","98","","0.0","-10.4","41.4","13.2"
